,SEASON_ID,Player_ID,Game_ID, GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,"FG_PCT,FG3M",FG3A,"FG3_PCT,FTM",FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,GAME_DATE,FG_PCT,FG3M,FG3_PCT,FTM
26,22021,1630558,0022100039,,SAC vs. GSW,L,32,9,16,,8,,2,0.5,0,1,1,4,0,0,2,0,22,-14,1,"OCT 24, 2021",0.563,3,0.375,1
27,22021,1630558,0022100026,,SAC vs. UTA,L,32,1,8,,4,,2,0.5,0,1,1,4,4,0,0,2,3,-11,1,"OCT 22, 2021",0.125,0,0.0,1
28,22021,1630558,0022100013,,SAC @ POR,W,24,1,6,,2,,0,0.0,0,3,3,3,0,0,0,3,2,-10,1,"OCT 20, 2021",0.167,0,0.0,0
0,22021,1630596,0022100404,,CLE vs. MIA,W,35,3,11,,0,,4,0.75,2,3,5,3,2,0,2,1,9,3,1,"DEC 13, 2021",0.273,0,0.0,3
1,22021,1630596,0022100393,,CLE vs. SAC,W,38,7,14,,0,,2,0.5,2,13,15,2,0,1,0,3,15,20,1,"DEC 11, 2021",0.5,0,0.0,1
2,22021,1630596,0022100387,,CLE @ MIN,W,24,4,6,,0,,4,0.75,1,7,8,1,0,2,2,4,11,18,1,"DEC 10, 2021",0.667,0,0.0,3
3,22021,1630596,0022100367,,CLE vs. CHI,W,32,8,11,,0,,0,0.0,1,8,9,1,2,5,1,1,16,28,1,"DEC 08, 2021",0.727,0,0.0,0
4,22021,1630596,0022100358,,CLE @ MIL,L,31,3,10,,4,,6,0.833,2,4,6,2,1,0,0,3,12,-7,1,"DEC 06, 2021",0.3,1,0.25,5
5,22021,1630596,0022100349,,CLE vs. UTA,L,37,6,15,,2,,1,1.0,4,7,11,3,1,1,0,1,14,0,1,"DEC 05, 2021",0.4,1,0.5,1
6,22021,1630596,0022100334,,CLE @ WAS,W,36,3,12,,1,,0,0.0,3,4,7,4,0,3,1,3,6,21,1,"DEC 03, 2021",0.25,0,0.0,0
7,22021,1630596,0022100323,,CLE @ MIA,W,32,5,10,,3,,5,1.0,0,11,11,4,1,4,2,3,17,1,1,"DEC 01, 2021",0.5,2,0.667,5
8,22021,1630596,0022100310,,CLE @ DAL,W,35,5,10,,2,,3,0.667,0,7,7,2,1,2,5,3,12,5,1,"NOV 29, 2021",0.5,0,0.0,2
9,22021,1630596,0022100295,,CLE vs. ORL,W,33,5,12,,4,,2,0.5,2,7,9,3,0,4,1,1,13,3,1,"NOV 27, 2021",0.417,2,0.5,1
10,22021,1630596,0022100199,,CLE vs. BOS,L,29,0,11,,2,,2,0.5,3,6,9,5,0,2,3,1,1,-8,1,"NOV 15, 2021",0.0,0,0.0,1
11,22021,1630596,0022100190,,CLE vs. BOS,W,40,8,13,,2,,2,1.0,1,8,9,1,2,3,0,1,19,16,1,"NOV 13, 2021",0.615,1,0.5,2
12,22021,1630596,0022100176,,CLE vs. DET,W,35,6,10,,2,,4,0.5,1,6,7,1,2,4,3,1,16,29,1,"NOV 12, 2021",0.6,2,1.0,2
13,22021,1630596,0022100158,,CLE vs. WAS,L,25,7,15,,3,,5,0.8,0,7,7,2,0,1,2,3,19,-11,1,"NOV 10, 2021",0.467,1,0.333,4
14,22021,1630596,0022100140,,CLE @ NYK,W,36,11,15,,4,,2,1.0,3,6,9,5,1,1,1,1,26,26,1,"NOV 07, 2021",0.733,2,0.5,2
15,22021,1630596,0022100127,,CLE @ TOR,W,38,7,14,,3,,4,1.0,0,5,5,2,0,1,2,2,18,-7,1,"NOV 05, 2021",0.5,0,0.0,4
16,22021,1630596,0022100108,,CLE vs. POR,W,40,5,11,,1,,2,0.5,2,9,11,0,0,1,4,2,11,-10,1,"NOV 03, 2021",0.455,0,0.0,1
17,22021,1630596,0022100094,,CLE @ CHA,W,40,7,15,,2,,2,0.5,4,6,10,3,2,1,4,4,15,-2,1,"NOV 01, 2021",0.467,0,0.0,1
18,22021,1630596,0022100088,,CLE @ PHX,L,21,1,6,,1,,0,0.0,1,3,4,4,0,0,0,1,2,-6,1,"OCT 30, 2021",0.167,0,0.0,0
19,22021,1630596,0022100077,,CLE @ LAL,L,36,10,16,,2,,5,0.4,2,4,6,3,2,0,0,0,23,0,1,"OCT 29, 2021",0.625,1,0.5,2
20,22021,1630596,0022100064,,CLE @ LAC,W,34,3,10,,0,,6,1.0,3,7,10,0,1,2,0,4,12,11,1,"OCT 27, 2021",0.3,0,0.0,6
21,22021,1630596,0022100048,,CLE @ DEN,W,26,4,8,,0,,2,1.0,3,5,8,2,0,1,3,3,10,16,1,"OCT 25, 2021",0.5,0,0.0,2
22,22021,1630596,0022100027,,CLE vs. ATL,W,35,7,12,,2,,3,1.0,2,9,11,1,2,4,1,3,17,6,1,"OCT 23, 2021",0.583,0,0.0,3
23,22021,1630596,0022100017,,CLE vs. CHA,L,32,4,7,,0,,6,0.833,1,4,5,2,2,2,4,2,13,-7,1,"OCT 22, 2021",0.571,0,0.0,5
24,22021,1630596,0022100007,,CLE @ MEM,L,38,7,13,,2,,3,0.667,0,9,9,6,1,1,0,2,17,-18,1,"OCT 20, 2021",0.538,1,0.5,2
0,22012,2544,0021201194,,MIA vs. CHI,W,35,7,12,,1,,12,0.75,0,7,7,6,1,0,3,2,24,8,1,"APR 14, 2013",0.583,1,1.0,9
1,22012,2544,0021201180,,MIA vs. BOS,W,29,8,10,,0,,4,1.0,1,5,6,9,0,0,1,1,20,6,1,"APR 12, 2013",0.8,0,0.0,4
2,22012,2544,0021201157,,MIA vs. MIL,W,30,11,16,,1,,6,1.0,1,6,7,7,2,1,3,0,28,21,1,"APR 09, 2013",0.688,0,0.0,6
3,22012,2544,0021201140,,MIA vs. PHI,W,30,12,17,,2,,2,1.0,0,4,4,5,1,0,1,1,27,22,1,"APR 06, 2013",0.706,1,0.5,2
4,22012,2544,0021201080,,MIA @ NOH,W,32,13,20,,10,,5,0.6,0,4,4,6,2,0,3,0,36,19,1,"MAR 29, 2013",0.65,7,0.7,3
5,22012,2544,0021201062,,MIA @ CHI,L,40,11,17,,5,,11,0.727,0,7,7,3,2,4,4,1,32,2,1,"MAR 27, 2013",0.647,2,0.4,8
6,22012,2544,0021201049,,MIA @ ORL,W,39,9,16,,0,,10,0.6,1,8,9,11,1,0,3,2,24,25,1,"MAR 25, 2013",0.563,0,0.0,6
7,22012,2544,0021201041,,MIA vs. CHA,W,34,11,14,,1,,11,0.909,0,8,8,10,3,3,4,0,32,22,1,"MAR 24, 2013",0.786,0,0.0,10
8,22012,2544,0021201026,,MIA vs. DET,W,40,12,15,,1,,6,0.667,1,7,8,8,2,1,3,1,29,14,1,"MAR 22, 2013",0.8,1,1.0,4
9,22012,2544,0021201009,,MIA @ CLE,W,42,8,22,,7,,8,0.75,7,5,12,10,3,2,4,1,25,1,1,"MAR 20, 2013",0.364,3,0.429,6
10,22012,2544,0021200998,,MIA @ BOS,W,42,16,29,,4,,6,0.667,1,6,7,12,2,2,5,3,37,13,1,"MAR 18, 2013",0.552,1,0.25,4
11,22012,2544,0021200985,,MIA @ TOR,W,34,6,12,,6,,11,0.727,1,11,12,8,2,0,3,1,22,10,1,"MAR 17, 2013",0.5,2,0.333,8
12,22012,2544,0021200975,,MIA @ MIL,W,38,12,24,,2,,5,0.8,1,9,10,7,0,1,2,1,28,5,1,"MAR 15, 2013",0.5,0,0.0,4
13,22012,2544,0021200956,,MIA @ PHI,W,37,8,19,,4,,12,0.833,2,5,7,8,2,1,4,1,27,7,1,"MAR 13, 2013",0.421,1,0.25,10
14,22012,2544,0021200952,,MIA vs. ATL,W,30,3,11,,2,,12,0.75,3,4,7,7,2,0,4,1,15,21,1,"MAR 12, 2013",0.273,0,0.0,9
15,22012,2544,0021200938,,MIA vs. IND,W,36,5,10,,0,,5,0.6,1,5,6,7,1,1,4,1,13,23,1,"MAR 10, 2013",0.5,0,0.0,3
16,22012,2544,0021200921,,MIA vs. PHI,W,34,10,17,,3,,5,0.6,3,7,10,5,1,2,3,2,25,19,1,"MAR 08, 2013",0.588,2,0.667,3
17,22012,2544,0021200903,,MIA vs. ORL,W,38,7,14,,6,,12,0.917,0,3,3,2,0,1,2,0,26,8,0,"MAR 06, 2013",0.5,1,0.167,11
18,22012,2544,0021200892,,MIA @ MIN,W,35,9,16,,4,,1,1.0,1,9,10,4,3,2,7,3,20,10,0,"MAR 04, 2013",0.563,1,0.25,1
19,22012,2544,0021200880,,MIA @ NYK,W,43,12,23,,6,,6,0.5,3,8,11,7,3,1,2,1,29,9,1,"MAR 03, 2013",0.522,2,0.333,3
20,22012,2544,0021200868,,MIA vs. MEM,W,42,4,14,,4,,12,0.667,1,7,8,10,2,1,1,1,18,-1,1,"MAR 01, 2013",0.286,2,0.5,8
21,22012,2544,0021200845,,MIA vs. SAC,W,48,14,23,,2,,12,0.917,3,5,8,16,2,1,2,1,40,11,1,"FEB 26, 2013",0.609,1,0.5,11
22,22012,2544,0021200833,,MIA vs. CLE,W,39,10,19,,1,,11,0.727,2,1,3,8,1,0,2,0,28,6,1,"FEB 24, 2013",0.526,0,0.0,8
23,22012,2544,0021200826,,MIA @ PHI,W,32,7,12,,4,,2,0.5,1,9,10,11,2,0,2,1,16,14,1,"FEB 23, 2013",0.583,1,0.25,1
24,22012,2544,0021200809,,MIA @ CHI,W,34,11,15,,4,,3,1.0,1,11,12,7,2,0,4,2,26,6,1,"FEB 21, 2013",0.733,1,0.25,3
25,22012,2544,0021200802,,MIA @ ATL,W,40,8,15,,4,,8,0.875,0,6,6,11,4,0,2,1,24,16,1,"FEB 20, 2013",0.533,1,0.25,7
26,22012,2544,0021200787,,MIA @ OKC,W,40,14,24,,8,,9,0.778,3,9,12,7,2,0,4,3,39,15,1,"FEB 14, 2013",0.583,4,0.5,7
27,22012,2544,0021200770,,MIA vs. POR,W,39,11,15,,3,,8,0.875,0,6,6,9,3,2,1,0,30,21,1,"FEB 12, 2013",0.733,1,0.333,7
28,22012,2544,0021200753,,MIA vs. LAL,W,36,12,18,,2,,8,0.875,1,6,7,4,3,0,4,4,32,7,1,"FEB 10, 2013",0.667,1,0.5,7
29,22012,2544,0021200741,,MIA vs. LAC,W,31,9,11,,5,,11,0.727,1,4,5,6,0,2,5,3,30,21,1,"FEB 08, 2013",0.818,4,0.8,8
30,22012,2544,0021200726,,MIA vs. HOU,W,37,11,18,,6,,10,0.7,1,5,6,5,0,2,4,2,32,4,1,"FEB 06, 2013",0.611,3,0.5,7
31,22012,2544,0021200711,,MIA vs. CHA,W,38,13,14,,0,,6,0.833,0,8,8,8,2,0,5,1,31,8,1,"FEB 04, 2013",0.929,0,0.0,5
32,22012,2544,0021200707,,MIA @ TOR,W,40,10,16,,2,,11,0.818,0,8,8,7,2,0,3,1,30,29,1,"FEB 03, 2013",0.625,1,0.5,9
33,22012,2544,0021200685,,MIA @ IND,L,42,9,17,,3,,11,0.818,1,5,6,3,1,1,3,4,28,-9,1,"FEB 01, 2013",0.529,1,0.333,9
34,22012,2544,0021200675,,MIA @ BKN,W,34,10,18,,4,,4,0.25,2,7,9,7,2,0,4,2,24,22,1,"JAN 30, 2013",0.556,3,0.75,1
35,22012,2544,0021200652,,MIA @ BOS,L,52,14,31,,6,,5,0.6,4,12,16,7,3,1,3,3,34,-2,1,"JAN 27, 2013",0.452,3,0.5,3
36,22012,2544,0021200634,,MIA vs. DET,W,33,9,14,,1,,6,0.833,1,6,7,7,1,0,2,0,23,22,1,"JAN 25, 2013",0.643,0,0.0,5
37,22012,2544,0021200619,,MIA vs. TOR,W,45,12,23,,5,,7,0.857,1,9,10,11,0,0,3,1,31,9,1,"JAN 23, 2013",0.522,1,0.2,6
38,22012,2544,0021200583,,MIA @ LAL,W,42,17,25,,2,,4,1.0,0,7,7,8,3,1,2,2,39,13,1,"JAN 17, 2013",0.68,1,0.5,4
39,22012,2544,0021200579,,MIA @ GSW,W,31,11,20,,5,,3,0.667,1,6,7,10,1,0,1,2,25,33,0,"JAN 16, 2013",0.55,1,0.2,2
40,22012,2544,0021200561,,MIA @ UTA,L,44,13,19,,4,,4,1.0,1,3,4,6,3,2,3,5,32,1,1,"JAN 14, 2013",0.684,2,0.5,4
41,22012,2544,0021200548,,MIA @ SAC,W,29,7,10,,1,,7,0.857,1,4,5,7,5,2,1,0,20,28,1,"JAN 12, 2013",0.7,0,0.0,6
42,22012,2544,0021200529,,MIA @ POR,L,43,6,16,,5,,5,0.4,0,10,10,9,2,1,4,3,15,-9,1,"JAN 10, 2013",0.375,1,0.2,2
43,22012,2544,0021200512,,MIA @ IND,L,43,10,20,,1,,4,0.25,3,7,10,4,1,2,7,2,22,-5,1,"JAN 08, 2013",0.5,1,1.0,1
44,22012,2544,0021200500,,MIA vs. WAS,W,35,9,17,,3,,4,1.0,1,1,2,7,0,1,1,0,24,26,1,"JAN 06, 2013",0.529,2,0.667,4
45,22012,2544,0021200481,,MIA vs. CHI,L,41,8,14,,5,,16,0.813,0,6,6,2,1,0,2,2,30,-18,1,"JAN 04, 2013",0.571,1,0.2,13
46,22012,2544,0021200469,,MIA vs. DAL,W,42,11,20,,3,,11,0.818,1,11,12,9,3,1,4,0,32,12,1,"JAN 02, 2013",0.55,1,0.333,9
47,22012,2544,0021200454,,MIA @ ORL,W,48,10,22,,6,,16,0.938,1,7,8,11,1,0,3,2,36,4,1,"DEC 31, 2012",0.455,1,0.167,15
48,22012,2544,0021200445,,MIA @ MIL,L,36,11,20,,2,,5,0.6,1,5,6,7,2,1,6,2,26,-8,1,"DEC 29, 2012",0.55,1,0.5,3
49,22012,2544,0021200428,,MIA @ DET,L,44,15,22,,4,,4,0.75,1,5,6,5,6,1,3,1,35,-2,1,"DEC 28, 2012",0.682,2,0.5,3
50,22012,2544,0021200411,,MIA @ CHA,W,39,9,19,,4,,8,0.875,2,10,12,8,4,2,3,1,27,12,1,"DEC 26, 2012",0.474,2,0.5,7
51,22012,2544,0021200407,,MIA vs. OKC,W,42,12,20,,3,,5,1.0,3,5,8,9,2,1,3,3,29,13,0,"DEC 25, 2012",0.6,0,0.0,5
52,22012,2544,0021200392,,MIA vs. UTA,W,38,11,20,,1,,10,0.7,1,8,9,7,0,0,4,0,30,14,1,"DEC 22, 2012",0.55,1,1.0,7
53,22012,2544,0021200378,,MIA @ DAL,W,31,9,13,,5,,4,0.75,0,9,9,5,1,1,5,0,24,25,1,"DEC 20, 2012",0.692,3,0.6,3
54,22012,2544,0021200359,,MIA vs. MIN,W,42,8,18,,5,,5,0.8,0,6,6,11,1,4,0,0,22,12,1,"DEC 18, 2012",0.444,2,0.4,4
55,22012,2544,0021200339,,MIA vs. WAS,W,31,8,15,,3,,11,0.636,0,10,10,5,1,0,2,0,23,36,1,"DEC 15, 2012",0.533,0,0.0,7
56,22012,2544,0021200314,,MIA vs. GSW,L,42,12,23,,4,,5,1.0,1,2,3,5,1,0,4,0,31,-3,1,"DEC 12, 2012",0.522,2,0.5,5
57,22012,2544,0021200300,,MIA vs. ATL,W,40,10,16,,2,,7,0.857,1,6,7,6,2,0,3,0,27,12,1,"DEC 10, 2012",0.625,1,0.5,6
58,22012,2544,0021200286,,MIA vs. NOH,W,36,11,16,,0,,3,0.667,1,4,5,7,2,0,4,2,24,10,1,"DEC 08, 2012",0.688,0,0.0,2
59,22012,2544,0021200268,,MIA vs. NYK,L,39,11,20,,5,,9,0.667,2,8,10,9,3,0,2,0,31,-17,1,"DEC 06, 2012",0.55,3,0.6,6
60,22012,2544,0021200252,,MIA @ WAS,L,43,12,24,,4,,3,0.333,2,11,13,11,3,2,3,1,26,-3,1,"DEC 04, 2012",0.5,1,0.25,1
61,22012,2544,0021200233,,MIA vs. BKN,W,37,8,15,,2,,6,0.667,1,8,9,6,1,0,2,3,21,14,1,"DEC 01, 2012",0.533,1,0.5,4
62,22012,2544,0021200220,,MIA vs. SAS,W,39,9,16,,5,,6,0.5,3,6,9,7,4,0,4,2,23,-1,1,"NOV 29, 2012",0.563,2,0.4,3
63,22012,2544,0021200186,,MIA vs. CLE,W,40,10,16,,5,,9,0.889,1,5,6,5,0,1,7,3,30,7,1,"NOV 24, 2012",0.625,2,0.4,8
64,22012,2544,0021200163,,MIA vs. MIL,W,43,11,21,,4,,8,0.5,2,8,10,8,1,1,1,3,28,5,1,"NOV 21, 2012",0.524,2,0.5,4
65,22012,2544,0021200138,,MIA @ PHX,W,41,8,20,,3,,7,0.571,0,7,7,3,2,0,1,1,21,20,1,"NOV 17, 2012",0.4,1,0.333,4
66,22012,2544,0021200121,,MIA @ DEN,W,42,11,23,,1,,6,0.833,1,6,7,12,1,3,4,0,27,9,0,"NOV 15, 2012",0.478,0,0.0,5
67,22012,2544,0021200117,,MIA @ LAC,L,41,12,23,,3,,9,0.667,0,5,5,7,1,2,4,3,30,-15,1,"NOV 14, 2012",0.522,0,0.0,6
68,22012,2544,0021200099,,MIA @ HOU,W,40,14,26,,8,,8,0.625,1,9,10,6,0,0,0,1,38,8,1,"NOV 12, 2012",0.538,5,0.625,5
69,22012,2544,0021200092,,MIA @ MEM,L,36,10,19,,1,,4,0.0,3,7,10,6,2,1,2,2,20,-18,1,"NOV 11, 2012",0.526,0,0.0,0
70,22012,2544,0021200072,,MIA @ ATL,W,36,10,17,,2,,3,0.333,2,9,11,9,1,0,2,2,21,0,1,"NOV 09, 2012",0.588,0,0.0,1
71,22012,2544,0021200056,,MIA vs. BKN,W,30,7,12,,3,,4,1.0,4,8,12,8,1,0,2,1,20,18,0,"NOV 07, 2012",0.583,2,0.667,4
72,22012,2544,0021200044,,MIA vs. PHX,W,30,10,17,,3,,3,0.333,3,8,11,1,0,0,3,2,23,25,1,"NOV 05, 2012",0.588,2,0.667,1
73,22012,2544,0021200030,,MIA vs. DEN,W,39,8,17,,1,,4,1.0,1,8,9,11,0,2,0,2,20,7,1,"NOV 03, 2012",0.471,0,0.0,4
74,22012,2544,0021200020,,MIA @ NYK,L,37,8,16,,3,,6,0.833,0,7,7,5,0,3,5,2,23,-21,1,"NOV 02, 2012",0.5,2,0.667,5
75,22012,2544,0021200002,,MIA vs. BOS,W,29,10,16,,4,,5,0.8,1,9,10,3,2,0,0,2,26,12,1,"OCT 30, 2012",0.625,2,0.5,4
0,22013,2544,0021301192,,MIA @ ATL,L,37,10,22,,7,,8,0.5,3,5,8,5,0,1,3,2,27,-13,1,"APR 12, 2014",0.455,3,0.429,4
1,22013,2544,0021301180,,MIA vs. IND,W,35,11,20,,4,,13,0.923,1,5,6,1,1,1,2,1,36,13,1,"APR 11, 2014",0.55,2,0.5,12
2,22013,2544,0021301167,,MIA @ MEM,L,41,14,23,,5,,7,0.857,1,5,6,5,2,0,5,1,37,-8,1,"APR 09, 2014",0.609,3,0.6,6
3,22013,2544,0021301158,,MIA vs. BKN,L,37,9,16,,3,,14,0.786,1,9,10,6,2,0,3,0,29,-2,1,"APR 08, 2014",0.563,0,0.0,11
4,22013,2544,0021301149,,MIA vs. NYK,W,43,13,22,,7,,12,0.75,0,5,5,6,1,0,5,0,38,2,1,"APR 06, 2014",0.591,3,0.429,9
5,22013,2544,0021301135,,MIA vs. MIN,L,48,12,24,,4,,10,0.8,2,6,8,5,4,1,4,5,34,7,1,"APR 04, 2014",0.5,2,0.5,8
6,22013,2544,0021301121,,MIA vs. MIL,W,29,7,12,,3,,5,0.4,0,4,4,8,1,1,2,0,17,18,1,"APR 02, 2014",0.583,1,0.333,2
7,22013,2544,0021301105,,MIA vs. TOR,W,39,11,20,,6,,11,0.818,0,7,7,8,1,0,6,2,32,22,1,"MAR 31, 2014",0.55,1,0.167,9
8,22013,2544,0021301091,,MIA @ MIL,W,30,5,10,,3,,4,0.5,2,5,7,2,0,0,4,1,13,19,1,"MAR 29, 2014",0.5,1,0.333,2
9,22013,2544,0021301079,,MIA @ DET,W,30,7,13,,3,,2,1.0,2,8,10,12,1,0,1,0,17,32,1,"MAR 28, 2014",0.538,1,0.333,2
10,22013,2544,0021301067,,MIA @ IND,L,43,11,19,,6,,15,0.933,0,8,8,5,0,0,6,3,38,2,1,"MAR 26, 2014",0.579,2,0.333,14
11,22013,2544,0021301049,,MIA vs. POR,W,38,13,23,,1,,9,0.667,4,2,6,5,4,0,5,2,32,4,1,"MAR 24, 2014",0.565,0,0.0,6
12,22013,2544,0021301036,,MIA @ NOP,L,42,10,18,,4,,3,1.0,1,7,8,9,0,1,3,1,25,-6,1,"MAR 22, 2014",0.556,2,0.5,3
13,22013,2544,0021301027,,MIA vs. MEM,W,38,7,14,,2,,2,0.5,1,5,6,7,2,1,3,0,15,4,1,"MAR 21, 2014",0.5,0,0.0,1
14,22013,2544,0021301003,,MIA @ CLE,W,42,14,19,,8,,13,0.692,0,6,6,4,2,3,0,1,43,11,1,"MAR 18, 2014",0.737,6,0.75,9
15,22013,2544,0021300989,,MIA vs. HOU,W,43,8,17,,3,,8,0.875,0,5,5,6,2,0,5,3,24,11,1,"MAR 16, 2014",0.471,1,0.333,7
16,22013,2544,0021300976,,MIA vs. DEN,L,40,8,17,,4,,7,0.714,0,6,6,6,1,0,4,3,21,-8,1,"MAR 14, 2014",0.471,0,0.0,5
17,22013,2544,0021300957,,MIA vs. BKN,L,38,6,13,,4,,9,0.667,0,5,5,7,3,0,5,1,19,2,1,"MAR 12, 2014",0.462,1,0.25,6
18,22013,2544,0021300945,,MIA vs. WAS,W,37,10,15,,4,,0,0.0,2,5,7,8,3,0,3,3,23,16,1,"MAR 10, 2014",0.667,3,0.75,0
19,22013,2544,0021300934,,MIA @ CHI,L,45,8,23,,3,,0,0.0,1,8,9,8,3,1,4,1,17,6,1,"MAR 09, 2014",0.348,1,0.333,0
20,22013,2544,0021300914,,MIA @ SAS,L,38,6,18,,3,,9,0.778,3,5,8,7,2,0,5,5,19,-10,1,"MAR 06, 2014",0.333,0,0.0,7
21,22013,2544,0021300900,,MIA @ HOU,L,37,9,18,,3,,6,0.667,1,0,1,6,3,0,1,1,22,-15,1,"MAR 04, 2014",0.5,0,0.0,4
22,22013,2544,0021300893,,MIA vs. CHA,W,41,22,33,,10,,12,0.75,3,4,7,4,0,0,2,2,61,16,1,"MAR 03, 2014",0.667,8,0.8,9
23,22013,2544,0021300874,,MIA vs. ORL,W,31,8,12,,2,,5,0.8,1,8,9,7,4,0,2,1,20,14,2,"MAR 01, 2014",0.667,0,0.0,4
24,22013,2544,0021300865,,MIA vs. NYK,W,37,13,19,,2,,6,0.667,0,4,4,4,0,0,1,0,31,21,1,"FEB 27, 2014",0.684,1,0.5,4
25,22013,2544,0021300813,,MIA @ OKC,W,33,15,22,,5,,5,0.4,1,6,7,3,4,0,8,1,33,9,1,"FEB 20, 2014",0.682,1,0.2,2
