Game_ID,MATCHUP,GAME_DATE
0022000313,LAL @ ATL,2021-02-01
0022000302,LAL @ BOS,2021-01-30
0022000284,LAL @ DET,2021-01-28
0022000276,LAL @ PHI,2021-01-27
0022000261,LAL @ CLE,2021-01-25
0022000245,LAL @ CHI,2021-01-23
0022000226,LAL @ MIL,2021-01-21
0022000212,LAL vs. GSW,2021-01-18
0022000187,LAL vs. NOP,2021-01-15
0022000170,LAL @ OKC,2021-01-13
0022000161,LAL @ HOU,2021-01-12
0022000146,LAL @ HOU,2021-01-10
0022000131,LAL vs. CHI,2021-01-08
0022000121,LAL vs. SAS,2021-01-07
0022000103,LAL @ MEM,2021-01-05
0022000087,LAL @ MEM,2021-01-03
0022000075,LAL @ SAS,2021-01-01
0022000060,LAL @ SAS,2020-12-30
0022000045,LAL vs. POR,2020-12-28
0022000040,LAL vs. MIN,2020-12-27
0022000008,LAL vs. DAL,2020-12-25
0022000002,LAL vs. LAC,2020-12-22
0022100420,LAL @ DAL,2021-12-15
0022100403,LAL vs. ORL,2021-12-12
0022100389,LAL @ OKC,2021-12-10
0022100380,LAL @ MEM,2021-12-09
0022100365,LAL vs. BOS,2021-12-07
0022100341,LAL vs. LAC,2021-12-03
0022100304,LAL vs. DET,2021-11-28
0022100268,LAL @ IND,2021-11-24
0022100249,LAL @ DET,2021-11-21
0022100232,LAL @ BOS,2021-11-19
0022100107,LAL vs. HOU,2021-11-02
0022100093,LAL vs. HOU,2021-10-31
0022100040,LAL vs. MEM,2021-10-24
0022100025,LAL vs. PHX,2021-10-22
0022100002,LAL vs. GSW,2021-10-19
0021201209,OKC vs. SAC,2013-04-15
0021201188,OKC @ POR,2013-04-12
0021201175,OKC @ GSW,2013-04-11
0021201161,OKC @ UTA,2013-04-09
0021201145,OKC vs. NYK,2013-04-07
0021201130,OKC @ IND,2013-04-05
0021201125,OKC vs. SAS,2013-04-04
0021201090,OKC @ MIL,2013-03-30
0021201081,OKC @ MIN,2013-03-29
0021201065,OKC vs. WAS,2013-03-27
0021201043,OKC vs. POR,2013-03-24
0021201023,OKC @ ORL,2013-03-22
0021201012,OKC @ MEM,2013-03-20
0021201006,OKC vs. DEN,2013-03-19
0021200990,OKC @ DAL,2013-03-17
0021200974,OKC vs. ORL,2013-03-15
0021200962,OKC vs. UTA,2013-03-13
0021200944,OKC @ SAS,2013-03-11
0021200934,OKC vs. BOS,2013-03-10
0021200915,OKC @ CHA,2013-03-08
0021200913,OKC @ NYK,2013-03-07
0021200897,OKC vs. LAL,2013-03-05
0021200881,OKC @ LAC,2013-03-03
0021200875,OKC @ DEN,2013-03-01
0021200857,OKC vs. NOH,2013-02-27
0021200838,OKC vs. CHI,2013-02-24
0021200819,OKC vs. MIN,2013-02-22
0021200804,OKC @ HOU,2013-02-20
0021200772,OKC @ UTA,2013-02-12
0021200759,OKC @ PHX,2013-02-10
0021200744,OKC vs. PHX,2013-02-08
0021200729,OKC vs. GSW,2013-02-06
0021200712,OKC vs. DAL,2013-02-04
0021200698,OKC @ CLE,2013-02-02
0021200682,OKC vs. MEM,2013-01-31
0021200653,OKC @ LAL,2013-01-27
0021200640,OKC @ SAC,2013-01-25
0021200628,OKC @ GSW,2013-01-23
0021200617,OKC @ LAC,2013-01-22
0021200604,OKC @ DEN,2013-01-20
0021200592,OKC @ DAL,2013-01-18
0021200574,OKC vs. DEN,2013-01-16
0021200562,OKC @ PHX,2013-01-14
0021200554,OKC @ POR,2013-01-13
0021200539,OKC @ LAL,2013-01-11
0021200523,OKC vs. MIN,2013-01-09
0021200504,OKC @ WAS,2013-01-07
0021200499,OKC @ TOR,2013-01-06
0021200485,OKC vs. PHI,2013-01-04
0021200472,OKC vs. BKN,2013-01-02
0021200456,OKC vs. PHX,2012-12-31
0021200443,OKC @ HOU,2012-12-29
0021200423,OKC vs. DAL,2012-12-27
0021200377,OKC @ MIN,2012-12-20
0021200371,OKC @ ATL,2012-12-19
0021200354,OKC vs. SAS,2012-12-17
0021200333,OKC vs. SAC,2012-12-14
0021200318,OKC vs. NOH,2012-12-12
0021200294,OKC vs. IND,2012-12-09
0021200280,OKC vs. LAL,2012-12-07
0021200253,OKC @ BKN,2012-12-04
0021200236,OKC @ NOH,2012-12-01
0021200229,OKC vs. UTA,2012-11-30
0021200218,OKC vs. HOU,2012-11-28
0021200201,OKC vs. CHA,2012-11-26
0021200183,OKC @ PHI,2012-11-24
0021200173,OKC @ BOS,2012-11-23
0021200164,OKC vs. LAC,2012-11-21
0021200143,OKC vs. GSW,2012-11-18
0021200125,OKC @ NOH,2012-11-16
0021200113,OKC vs. MEM,2012-11-14
0021200097,OKC @ DET,2012-11-12
0021200093,OKC vs. CLE,2012-11-11
0021200075,OKC vs. DET,2012-11-09
0021200066,OKC @ CHI,2012-11-08
0021200051,OKC vs. TOR,2012-11-06
0021200040,OKC vs. ATL,2012-11-04
0021200022,OKC vs. POR,2012-11-02
0021200014,OKC @ SAS,2012-11-01
0021301220,OKC vs. DET,2014-04-16
0021301210,OKC @ NOP,2014-04-14
0021301200,OKC @ IND,2014-04-13
0021301184,OKC vs. NOP,2014-04-11
0021301173,OKC @ LAC,2014-04-09
0021301160,OKC @ SAC,2014-04-08
0021301156,OKC @ PHX,2014-04-06
0021301139,OKC @ HOU,2014-04-04
0021301127,OKC vs. SAS,2014-04-03
0021301093,OKC vs. UTA,2014-03-30
0021301083,OKC vs. SAC,2014-03-28
0021301059,OKC @ DAL,2014-03-25
0021301053,OKC vs. DEN,2014-03-24
0021301024,OKC @ TOR,2014-03-21
0021301018,OKC @ CLE,2014-03-20
0021300999,OKC @ CHI,2014-03-17
0021300992,OKC vs. DAL,2014-03-16
0021300970,OKC vs. LAL,2014-03-13
0021300955,OKC vs. HOU,2014-03-11
0021300935,OKC @ LAL,2014-03-09
0021300915,OKC @ PHX,2014-03-06
0021300901,OKC vs. PHI,2014-03-04
0021300887,OKC vs. CHA,2014-03-02
0021300868,OKC vs. MEM,2014-02-28
0021300858,OKC vs. CLE,2014-02-26
0021300833,OKC vs. LAC,2014-02-23
0021300791,OKC @ LAL,2014-02-13
0021300775,OKC @ POR,2014-02-11
0021300756,OKC vs. NYK,2014-02-09
0021300740,OKC @ ORL,2014-02-07
0021300732,OKC vs. MIN,2014-02-05
0021300716,OKC vs. MEM,2014-02-03
0021300698,OKC @ WAS,2014-02-01
0021300692,OKC @ BKN,2014-01-31
0021300666,OKC vs. ATL,2014-01-27
0021300648,OKC @ PHI,2014-01-25
0021300630,OKC @ SAS,2014-01-22
0021300619,OKC vs. POR,2014-01-21
0021300603,OKC vs. SAC,2014-01-19
0021300592,OKC vs. GSW,2014-01-17
0021300580,OKC @ HOU,2014-01-16
0021300564,OKC @ MEM,2014-01-14
0021300548,OKC vs. MIL,2014-01-11
0021300530,OKC @ DEN,2014-01-09
0021300518,OKC @ UTA,2014-01-07
0021300502,OKC vs. BOS,2014-01-05
0021300493,OKC @ MIN,2014-01-04
0021300476,OKC vs. BKN,2014-01-02
0021300466,OKC vs. POR,2013-12-31
0021300450,OKC vs. HOU,2013-12-29
0021300427,OKC @ CHA,2013-12-27
0021300419,OKC @ NYK,2013-12-25
0021300405,OKC vs. TOR,2013-12-22
0021300399,OKC @ SAS,2013-12-21
0021300381,OKC vs. CHI,2013-12-19
0021300367,OKC @ DEN,2013-12-17
0021300353,OKC vs. ORL,2013-12-15
0021300336,OKC vs. LAL,2013-12-13
0021300320,OKC @ MEM,2013-12-11
0021300313,OKC @ ATL,2013-12-10
0021300302,OKC vs. IND,2013-12-08
0021300286,OKC @ NOP,2013-12-06
0021300276,OKC @ POR,2013-12-04
0021300267,OKC @ SAC,2013-12-03
0021300253,OKC vs. MIN,2013-12-01
0021300235,OKC vs. GSW,2013-11-29
0021300224,OKC vs. SAS,2013-11-27
0021300200,OKC vs. UTA,2013-11-24
0021300174,OKC vs. LAC,2013-11-21
0021300152,OKC vs. DEN,2013-11-18
0021300144,OKC @ MIL,2013-11-16
0021300124,OKC @ GSW,2013-11-14
0021300122,OKC @ LAC,2013-11-13
0021300095,OKC vs. WAS,2013-11-10
0021300078,OKC @ DET,2013-11-08
0021300069,OKC vs. DAL,2013-11-06
0021300044,OKC vs. PHX,2013-11-03
0021300027,OKC @ MIN,2013-11-01
0021300014,OKC @ UTA,2013-10-30
0021400801,OKC vs. DAL,2015-02-19
0021400795,OKC vs. MEM,2015-02-11
0021400782,OKC @ DEN,2015-02-09
0021400765,OKC vs. LAC,2015-02-08
0021400755,OKC vs. NOP,2015-02-06
0021400710,OKC @ MEM,2015-01-31
0021400642,OKC @ ATL,2015-01-23
0021400633,OKC @ WAS,2015-01-21
0021400623,OKC @ MIA,2015-01-20
0021400609,OKC @ ORL,2015-01-18
0021400593,OKC vs. GSW,2015-01-16
0021400584,OKC @ HOU,2015-01-15
0021400542,OKC vs. UTA,2015-01-09
0021400532,OKC @ SAC,2015-01-07
0021400518,OKC @ GSW,2015-01-05
0021400489,OKC vs. WAS,2015-01-02
0021400480,OKC vs. PHX,2014-12-31
0021400382,OKC @ GSW,2014-12-18
0021400368,OKC @ SAC,2014-12-16
0021400352,OKC vs. PHX,2014-12-14
0021400335,OKC @ MIN,2014-12-12
0021400326,OKC vs. CLE,2014-12-11
0021400312,OKC vs. MIL,2014-12-09
0021400297,OKC @ DET,2014-12-07
0021400277,OKC @ PHI,2014-12-05
0021400258,OKC @ NOP,2014-12-02
0021501209,OKC vs. LAL,2016-04-11
0021501193,OKC @ SAC,2016-04-09
0021501160,OKC @ DEN,2016-04-05
0021501145,OKC @ HOU,2016-04-03
0021501126,OKC vs. LAC,2016-03-31
0021501098,OKC @ TOR,2016-03-28
0021501088,OKC vs. SAS,2016-03-26
0021501071,OKC vs. UTA,2016-03-24
0021501054,OKC vs. HOU,2016-03-22
0021501031,OKC @ IND,2016-03-19
0021501021,OKC @ PHI,2016-03-18
0021501003,OKC @ BOS,2016-03-16
0021500993,OKC vs. POR,2016-03-14
0021500979,OKC @ SAS,2016-03-12
0021500968,OKC vs. MIN,2016-03-11
0021500955,OKC vs. LAC,2016-03-09
0021500930,OKC @ MIL,2016-03-06
0021500911,OKC @ GSW,2016-03-03
0021500907,OKC @ LAC,2016-03-02
0021500889,OKC @ SAC,2016-02-29
0021500874,OKC vs. GSW,2016-02-27
0021500857,OKC @ NOP,2016-02-25
0021500852,OKC @ DAL,2016-02-24
0021500812,OKC vs. IND,2016-02-19
0021500802,OKC vs. NOP,2016-02-11
0021500783,OKC @ PHX,2016-02-08
0021500769,OKC @ GSW,2016-02-06
0021500740,OKC vs. ORL,2016-02-03
0021500725,OKC vs. WAS,2016-02-01
0021500701,OKC vs. HOU,2016-01-29
0021500688,OKC @ MIN,2016-01-27
0021500679,OKC @ NYK,2016-01-26
0021500664,OKC @ BKN,2016-01-24
0021500651,OKC @ DAL,2016-01-22
0021500636,OKC vs. CHA,2016-01-20
0021500627,OKC @ DEN,2016-01-19
0021500611,OKC vs. MIA,2016-01-17
0021500594,OKC vs. MIN,2016-01-15
0021500582,OKC vs. DAL,2016-01-13
0021500574,OKC @ MIN,2016-01-12
0021500564,OKC @ POR,2016-01-10
0021500549,OKC @ LAL,2016-01-08
0021500534,OKC vs. MEM,2016-01-06
0021500497,OKC @ CHA,2016-01-02
0021500488,OKC vs. PHX,2015-12-31
0021500472,OKC vs. MIL,2015-12-29
0021500456,OKC vs. DEN,2015-12-27
0021500437,OKC vs. CHI,2015-12-25
0021500435,OKC @ LAL,2015-12-23
0021500418,OKC @ LAC,2015-12-21
0021500398,OKC vs. LAL,2015-12-19
0021500378,OKC vs. POR,2015-12-16
0021500356,OKC vs. UTA,2015-12-13
0021500341,OKC @ UTA,2015-12-11
0021500331,OKC vs. ATL,2015-12-10
0021500316,OKC @ MEM,2015-12-08
0021500303,OKC vs. SAC,2015-12-06
0021500277,OKC @ MIA,2015-12-03
0021500256,OKC @ ATL,2015-11-30
0021500234,OKC vs. DET,2015-11-27
0021500223,OKC vs. BKN,2015-11-25
0021500208,OKC @ UTA,2015-11-23
0021500107,OKC @ WAS,2015-11-10
0021500097,OKC vs. PHX,2015-11-08
0021500070,OKC @ CHI,2015-11-05
0021500066,OKC vs. TOR,2015-11-04
0021500049,OKC @ HOU,2015-11-02
0021500044,OKC vs. DEN,2015-11-01
0021500022,OKC @ ORL,2015-10-30
0021500013,OKC vs. SAS,2015-10-28
0021601229,GSW vs. LAL,2017-04-12
0021601211,GSW vs. UTA,2017-04-10
0021601195,GSW vs. NOP,2017-04-08
0021600889,GSW @ WAS,2017-02-28
0021600883,GSW @ PHI,2017-02-27
0021600854,GSW vs. LAC,2017-02-23
0021600847,GSW vs. SAC,2017-02-15
0021600827,GSW @ DEN,2017-02-13
0021600813,GSW @ OKC,2017-02-11
0021600803,GSW @ MEM,2017-02-10
0021600792,GSW vs. CHI,2017-02-08
0021600764,GSW @ SAC,2017-02-04
0021600745,GSW @ LAC,2017-02-02
0021600741,GSW vs. CHA,2017-02-01
0021600718,GSW @ POR,2017-01-29
0021600707,GSW vs. LAC,2017-01-28
0021600687,GSW @ CHA,2017-01-25
0021600668,GSW @ MIA,2017-01-23
0021600661,GSW @ ORL,2017-01-22
0021600646,GSW @ HOU,2017-01-20
0021600634,GSW vs. OKC,2017-01-18
0021600590,GSW vs. DET,2017-01-12
0021600578,GSW vs. MIA,2017-01-10
0021600566,GSW @ SAC,2017-01-08
0021600550,GSW vs. MEM,2017-01-06
0021600534,GSW vs. POR,2017-01-04
0021600520,GSW vs. DEN,2017-01-02
0021600501,GSW vs. DAL,2016-12-30
0021600485,GSW vs. TOR,2016-12-28
0021600446,GSW @ DET,2016-12-23
0021600437,GSW @ BKN,2016-12-22
0021600427,GSW vs. UTA,2016-12-20
0021600405,GSW vs. POR,2016-12-17
0021600388,GSW vs. NYK,2016-12-15
0021600371,GSW @ NOP,2016-12-13
0021600358,GSW @ MIN,2016-12-11
0021600351,GSW @ MEM,2016-12-10
0021600335,GSW @ UTA,2016-12-08
0021600330,GSW @ LAC,2016-12-07
0021600314,GSW vs. IND,2016-12-05
0021600299,GSW vs. PHX,2016-12-03
0021600281,GSW vs. HOU,2016-12-01
0021600259,GSW vs. ATL,2016-11-28
0021600244,GSW vs. MIN,2016-11-26
0021600238,GSW @ LAL,2016-11-25
0021600223,GSW vs. LAL,2016-11-23
0021600202,GSW @ IND,2016-11-21
0021600191,GSW @ MIL,2016-11-19
0021600179,GSW @ BOS,2016-11-18
0021600165,GSW @ TOR,2016-11-16
0021600143,GSW vs. PHX,2016-11-13
0021600119,GSW @ DEN,2016-11-10
0021600116,GSW vs. DAL,2016-11-09
0021600099,GSW vs. NOP,2016-11-07
0021600078,GSW @ LAL,2016-11-04
0021600069,GSW vs. OKC,2016-11-03
0021600054,GSW @ POR,2016-11-01
0021600036,GSW @ PHX,2016-10-30
0021600025,GSW @ NOP,2016-10-28
0021600003,GSW vs. SAS,2016-10-25
0021701217,GSW @ UTA,2018-04-10
0021701203,GSW @ PHX,2018-04-08
0021701195,GSW vs. NOP,2018-04-07
0021701175,GSW @ IND,2018-04-05
0021701163,GSW @ OKC,2018-04-03
0021701153,GSW vs. PHX,2018-04-01
0021701142,GSW @ SAC,2018-03-31
0021701128,GSW vs. MIL,2018-03-29
0021701019,GSW vs. LAL,2018-03-14
0021700994,GSW @ MIN,2018-03-11
0021700984,GSW @ POR,2018-03-09
0021700976,GSW vs. SAS,2018-03-08
0021700963,GSW vs. BKN,2018-03-06
0021700928,GSW @ ATL,2018-03-02
0021700917,GSW @ WAS,2018-02-28
0021700900,GSW @ NYK,2018-02-26
0021700887,GSW vs. OKC,2018-02-24
0021700872,GSW vs. LAC,2018-02-22
0021700864,GSW @ POR,2018-02-14
0021700846,GSW vs. PHX,2018-02-12
0021700831,GSW vs. SAS,2018-02-10
0021700815,GSW vs. DAL,2018-02-08
0021700803,GSW vs. OKC,2018-02-06
0021700782,GSW @ DEN,2018-02-03
0021700774,GSW @ SAC,2018-02-02
0021700751,GSW @ UTA,2018-01-30
0021700728,GSW vs. BOS,2018-01-27
0021700713,GSW vs. MIN,2018-01-25
0021700699,GSW vs. NYK,2018-01-23
0021700679,GSW @ HOU,2018-01-20
0021700657,GSW @ CHI,2018-01-17
0021700631,GSW @ TOR,2018-01-13
0021700622,GSW @ MIL,2018-01-12
0021700613,GSW vs. LAC,2018-01-10
0021700562,GSW @ DAL,2018-01-03
0021700535,GSW vs. MEM,2017-12-30
0021700528,GSW vs. CHA,2017-12-29
0021700514,GSW vs. UTA,2017-12-27
0021700489,GSW vs. DEN,2017-12-23
0021700479,GSW vs. LAL,2017-12-22
0021700464,GSW vs. MEM,2017-12-20
0021700450,GSW @ LAL,2017-12-18
0021700417,GSW vs. DAL,2017-12-14
0021700395,GSW vs. POR,2017-12-11
0021700368,GSW @ DET,2017-12-08
0021700358,GSW @ CHA,2017-12-06
0021700346,GSW @ NOP,2017-12-04
0021700335,GSW @ MIA,2017-12-03
0021700318,GSW @ ORL,2017-12-01
0021700312,GSW @ LAL,2017-11-29
0021700263,GSW @ OKC,2017-11-22
0021700231,GSW @ PHI,2017-11-18
0021700215,GSW @ BOS,2017-11-16
0021700199,GSW vs. ORL,2017-11-13
0021700184,GSW vs. PHI,2017-11-11
0021700148,GSW vs. MIA,2017-11-06
0021700135,GSW @ DEN,2017-11-04
0021700117,GSW @ SAS,2017-11-02
0021700100,GSW @ LAC,2017-10-30
0021700091,GSW vs. DET,2017-10-29
0021700075,GSW vs. WAS,2017-10-27
0021700063,GSW vs. TOR,2017-10-25
0021700045,GSW @ DAL,2017-10-23
0021700033,GSW @ MEM,2017-10-21
0021700025,GSW @ NOP,2017-10-20
0021700002,GSW vs. HOU,2017-10-17
0021801225,GSW @ MEM,2019-04-10
0021801205,GSW vs. LAC,2019-04-07
0021801191,GSW vs. CLE,2019-04-05
0021801179,GSW @ LAL,2019-04-04
0021801164,GSW vs. DEN,2019-04-02
0021801150,GSW vs. CHA,2019-03-31
0021801132,GSW @ MIN,2019-03-29
0021801118,GSW @ MEM,2019-03-27
0021801101,GSW vs. DET,2019-03-24
0021801092,GSW vs. DAL,2019-03-23
0021801079,GSW vs. IND,2019-03-21
0021801062,GSW @ MIN,2019-03-19
0021801055,GSW @ SAS,2019-03-18
0021801000,GSW vs. PHX,2019-03-10
0021800984,GSW vs. DEN,2019-03-08
0021800964,GSW vs. BOS,2019-03-05
0021800938,GSW @ PHI,2019-03-02
0021800915,GSW @ MIA,2019-02-27
0021800897,GSW @ CHA,2019-02-25
0021800892,GSW vs. HOU,2019-02-23
0021800871,GSW vs. SAC,2019-02-21
0021800862,GSW @ POR,2019-02-13
0021800852,GSW vs. UTA,2019-02-12
0021800838,GSW vs. MIA,2019-02-10
0021800822,GSW @ PHX,2019-02-08
0021800810,GSW vs. SAS,2019-02-06
0021800782,GSW vs. LAL,2019-02-02
0021800768,GSW vs. PHI,2019-01-31
0021800745,GSW @ IND,2019-01-28
0021800732,GSW @ BOS,2019-01-26
0021800716,GSW @ WAS,2019-01-24
0021800701,GSW @ LAL,2019-01-21
0021800676,GSW @ LAC,2019-01-18
0021800663,GSW vs. NOP,2019-01-16
0021800655,GSW @ DEN,2019-01-15
0021800642,GSW @ DAL,2019-01-13
0021800629,GSW vs. CHI,2019-01-11
0021800605,GSW vs. NYK,2019-01-08
0021800583,GSW @ SAC,2019-01-05
0021800565,GSW vs. HOU,2019-01-03
0021800548,GSW @ PHX,2018-12-31
0021800534,GSW @ POR,2018-12-29
0021800516,GSW vs. POR,2018-12-27
0021800494,GSW vs. LAC,2018-12-23
0021800484,GSW vs. DAL,2018-12-22
0021800464,GSW @ UTA,2018-12-19
0021800449,GSW vs. MEM,2018-12-17
0021800428,GSW @ SAC,2018-12-14
0021800415,GSW vs. TOR,2018-12-12
0021800400,GSW vs. MIN,2018-12-10
0021800377,GSW @ MIL,2018-12-07
0021800355,GSW @ CLE,2018-12-05
0021800344,GSW @ ATL,2018-12-03
0021800331,GSW @ DET,2018-12-01
0021800316,GSW @ TOR,2018-11-29
0021800300,GSW vs. ORL,2018-11-26
0021800285,GSW vs. SAC,2018-11-24
0021800277,GSW vs. POR,2018-11-23
0021800264,GSW vs. OKC,2018-11-21
0021800238,GSW @ SAS,2018-11-18
0021800232,GSW @ DAL,2018-11-17
0021800213,GSW @ HOU,2018-11-15
0021800201,GSW vs. ATL,2018-11-13
0021800198,GSW @ LAC,2018-11-12
0021800182,GSW vs. BKN,2018-11-10
0021800166,GSW vs. MIL,2018-11-08
0021800147,GSW vs. MEM,2018-11-05
0021800124,GSW vs. MIN,2018-11-02
0021800108,GSW vs. NOP,2018-10-31
0021800091,GSW @ CHI,2018-10-29
0021800083,GSW @ BKN,2018-10-28
0021800068,GSW @ NYK,2018-10-26
0021800062,GSW vs. WAS,2018-10-24
0021800047,GSW vs. PHX,2018-10-22
0021800038,GSW @ DEN,2018-10-21
0021800024,GSW @ UTA,2018-10-19
0021800002,GSW vs. OKC,2018-10-16
0022001067,BKN vs. CLE,2021-05-16
0022001060,BKN vs. CHI,2021-05-15
0022001043,BKN vs. SAS,2021-05-12
0022001036,BKN @ CHI,2021-05-11
0022001015,BKN @ DEN,2021-05-08
0022000998,BKN @ DAL,2021-05-06
0022000985,BKN @ MIL,2021-05-04
0022000967,BKN @ MIL,2021-05-02
0022000944,BKN @ IND,2021-04-29
0022000930,BKN @ TOR,2021-04-27
0022000912,BKN vs. PHX,2021-04-25
0022000863,BKN @ MIA,2021-04-18
0022000848,BKN vs. CHA,2021-04-16
0022000817,BKN @ MIN,2021-04-13
0022000800,BKN vs. LAL,2021-04-10
0022000779,BKN vs. NOP,2021-04-07
0022000409,BKN @ GSW,2021-02-13
0022000345,BKN vs. TOR,2021-02-05
0022000324,BKN vs. LAC,2021-02-02
0022000310,BKN @ WAS,2021-01-31
0022000274,BKN @ ATL,2021-01-27
0022000260,BKN vs. MIA,2021-01-25
0022000244,BKN vs. MIA,2021-01-23
0022000216,BKN @ CLE,2021-01-20
0022000209,BKN vs. MIL,2021-01-18
0022000190,BKN vs. ORL,2021-01-16
0022000168,BKN @ NYK,2021-01-13
0022000158,BKN vs. DEN,2021-01-12
0022000143,BKN vs. OKC,2021-01-10
0022000086,BKN vs. WAS,2021-01-03
0022000072,BKN vs. ATL,2021-01-01
0022000057,BKN vs. ATL,2020-12-30
0022000032,BKN @ CHA,2020-12-27
0022000007,BKN @ BOS,2020-12-25
0022000001,BKN vs. GSW,2020-12-22
0022100413,BKN vs. TOR,2021-12-14
0022100399,BKN @ DET,2021-12-12
0022100384,BKN @ ATL,2021-12-10
0022100363,BKN @ DAL,2021-12-07
0022100343,BKN vs. CHI,2021-12-04
0022100336,BKN vs. MIN,2021-12-03
0022100314,BKN vs. NYK,2021-11-30
0022100294,BKN vs. PHX,2021-11-27
0022100270,BKN @ BOS,2021-11-24
0022100253,BKN @ CLE,2021-11-22
0022100216,BKN vs. CLE,2021-11-17
0022100210,BKN vs. GSW,2021-11-16
0022100196,BKN @ OKC,2021-11-14
0022100179,BKN @ NOP,2021-11-12
0022100159,BKN @ ORL,2021-11-10
0022100148,BKN @ CHI,2021-11-08
0022100139,BKN @ TOR,2021-11-07
0022100124,BKN @ DET,2021-11-05
0022100113,BKN vs. ATL,2021-11-03
0022100092,BKN vs. DET,2021-10-31
0022100072,BKN vs. IND,2021-10-29
0022100057,BKN vs. MIA,2021-10-27
0022100044,BKN vs. WAS,2021-10-25
0022100035,BKN vs. CHA,2021-10-24
0022100021,BKN @ PHI,2021-10-22
0022100001,BKN @ MIL,2021-10-19
0022000970,SAC @ DAL,2021-05-02
0022000942,SAC vs. UTA,2021-04-28
0022000926,SAC vs. DAL,2021-04-26
0022000915,SAC @ GSW,2021-04-25
0022000891,SAC vs. MIN,2021-04-21
0022000880,SAC vs. MIN,2021-04-20
0022000866,SAC @ DAL,2021-04-18
0022000843,SAC @ PHX,2021-04-15
0022000839,SAC vs. WAS,2021-04-14
0022000819,SAC @ NOP,2021-04-12
0022000801,SAC @ UTA,2021-04-10
0022000789,SAC vs. DET,2021-04-08
0022000765,SAC @ MIN,2021-04-05
0022000754,SAC vs. MIL,2021-04-03
0022000746,SAC vs. LAL,2021-04-02
0022000728,SAC @ SAS,2021-03-31
0022000714,SAC @ SAS,2021-03-29
0022000702,SAC vs. CLE,2021-03-27
0022000682,SAC vs. GSW,2021-03-25
0022000677,SAC vs. ATL,2021-03-24
0022000653,SAC @ CLE,2021-03-22
0022000641,SAC @ PHI,2021-03-20
0022000631,SAC @ BOS,2021-03-19
0022000619,SAC @ WAS,2021-03-17
0022000602,SAC @ CHA,2021-03-15
0022000590,SAC @ ATL,2021-03-13
0022000578,SAC vs. HOU,2021-03-11
0022000500,SAC @ NYK,2021-02-25
0022000482,SAC @ BKN,2021-02-23
0022000471,SAC @ MIL,2021-02-21
0022000460,SAC @ CHI,2021-02-20
0022000447,SAC vs. MIA,2021-02-18
0022000426,SAC vs. BKN,2021-02-15
0022000418,SAC vs. MEM,2021-02-14
0022000405,SAC vs. ORL,2021-02-12
0022000381,SAC vs. PHI,2021-02-09
0022000366,SAC @ LAC,2021-02-07
0022000352,SAC vs. DEN,2021-02-06
0022000336,SAC vs. BOS,2021-02-03
0022000317,SAC @ NOP,2021-02-01
0022000301,SAC @ MIA,2021-01-30
0022000292,SAC @ TOR,2021-01-29
0022000273,SAC @ ORL,2021-01-27
0022000241,SAC vs. NYK,2021-01-22
0022000224,SAC @ LAC,2021-01-20
0022000201,SAC vs. NOP,2021-01-17
0022000188,SAC vs. LAC,2021-01-15
0022000173,SAC vs. POR,2021-01-13
0022000156,SAC vs. IND,2021-01-11
0022000140,SAC vs. POR,2021-01-09
0022000132,SAC vs. TOR,2021-01-08
0022000117,SAC vs. CHI,2021-01-06
0022000065,SAC @ HOU,2020-12-31
0022000055,SAC vs. DEN,2020-12-29
0022000039,SAC vs. PHX,2020-12-27
0022000030,SAC vs. PHX,2020-12-26
0022000019,SAC @ DEN,2020-12-23
0021601228,SAC @ LAC,2017-04-12
0021601216,SAC vs. PHX,2017-04-11
0021601200,SAC vs. HOU,2017-04-09
0021601187,SAC @ LAL,2017-04-07
0021601163,SAC vs. DAL,2017-04-04
0021601140,SAC @ MIN,2017-04-01
0021601132,SAC @ NOP,2017-03-31
0021601120,SAC vs. UTA,2017-03-29
0021601101,SAC vs. MEM,2017-03-27
0021601089,SAC @ LAC,2017-03-26
0021601081,SAC @ GSW,2017-03-24
0021601065,SAC vs. MIL,2017-03-22
0021601042,SAC @ SAS,2017-03-19
0021601028,SAC @ OKC,2017-03-18
0021601012,SAC @ PHX,2017-03-15
0021600997,SAC vs. ORL,2017-03-13
0021600984,SAC vs. DEN,2017-03-11
0021600972,SAC vs. WAS,2017-03-10
0021600957,SAC @ SAS,2017-03-08
0021600943,SAC @ DEN,2017-03-06
0021600931,SAC vs. UTA,2017-03-05
0021600905,SAC vs. BKN,2017-03-01
0021600888,SAC vs. MIN,2017-02-27
0021600866,SAC vs. CHA,2017-02-25
0021600855,SAC vs. DEN,2017-02-23
0021600840,NOP @ MEM,2017-02-15
0021600829,NOP @ PHX,2017-02-13
0021600819,NOP @ SAC,2017-02-12
0021600804,NOP @ MIN,2017-02-10
0021600789,NOP vs. UTA,2017-02-08
0021600774,NOP vs. PHX,2017-02-06
0021600755,NOP @ WAS,2017-02-04
0021600735,NOP @ DET,2017-02-01
0021600725,NOP @ TOR,2017-01-31
0021600714,NOP vs. WAS,2017-01-29
0021600701,NOP vs. SAS,2017-01-27
0021600686,NOP vs. OKC,2017-01-25
0021600645,NOP vs. BKN,2017-01-20
0021600631,NOP vs. ORL,2017-01-18
0021600616,NOP @ IND,2017-01-16
0021600602,NOP @ CHI,2017-01-14
